X,Y,OBJECTID,YEAR,overed,not_resed
121.2100881,24.99891046,275,88,1,1
121.2123792,24.89281693,96576,93,1,1
121.2123832,24.89507416,49113,92,1,1
121.2124195,24.9153893,96393,93,1,1
121.2125144,24.9695632,10300,87,1,1
121.2125,24.97633,126075,96,1,1
121.2126,25.04179,98502,92,1,1
121.2126,25.04405,98503,92,1,1
121.2126,25.04631,98504,92,1,1
121.2126556,25.05533407,98254,92,1,1
121.215,24.9673,126097,96,1,1
121.215,24.9831,126076,96,1,1
121.215,24.98987,133736,96,1,1
121.2150642,25.01244592,250,88,1,1
121.2150975,25.03275954,46115,92,1,1
121.2151,25.03953,98507,92,1,1
121.2151263,25.05081629,98260,93,1,1
121.2173284,24.89280977,49192,92,1,1
121.2173325,24.895067,49115,92,1,1
121.2173573,24.90861039,96404,93,1,1
121.2175,24.9673,126098,96,1,1
121.2176,25.0305,98511,92,1,1
121.2175748,25.03275585,46116,92,1,1
121.2175785,25.03501292,46107,92,1,1
121.2176,25.03727,98512,92,1,1
121.2176,25.03953,98513,92,1,1
121.2176077,25.05306975,98269,93,1,1
121.2176188,25.05984106,98271,92,1,1
121.2176226,25.06209816,98272,92,1,1
121.2197821,24.88152003,96597,93,1,1
121.2199,24.96729,126101,96,1,1
121.2199,24.97181,126103,96,1,1
121.2201,25.04404,98524,92,1,1
121.2224,24.97406,133751,96,1,1
121.2225,25.00792,98674,92,1,1
121.2225,25.02598,98527,92,1,1
121.2225,25.03049,98529,92,1,1
121.2249641,25.00791648,260,88,1,1
121.224972,25.01243068,251,88,1,1
121.2249799,25.01694487,9758,88,1,1
121.2275,25.04177,98552,92,1,1
121.23,25.03725,98561,92,1,1
121.2300054,25.0575648,98290,93,1,1
121.2300682,25.09142035,98074,93,1,1
121.2324917,25.06207503,98294,93,1,1
121.2324958,25.06433212,98295,93,1,1
121.2347433,24.94018515,10660,82,1,1
121.2349,25.03499,98573,93,1,1
121.2349,25.03724,98574,92,1,1
121.2374,25.03498,98581,93,1,1
121.2397121,24.94920604,79647,95,1,1
121.2399,25.02821,98588,93,1,1
121.2421833,24.94694476,10564,82,1,1
121.242276,24.99434549,79536,95,1,1
121.2423494,25.03271608,9524,86,1,1
121.2445257,24.88148143,96660,93,1,1
121.2449003,25.07108288,98315,92,1,1
121.2449817,25.11170944,97883,92,1,1
121.2469954,24.87922015,49473,92,1,1
121.2470048,24.88373456,49409,92,1,1
121.2472381,24.99885135,9999,90,1,1
121.2472426,25.00110846,79711,95,1,1
121.2472514,25.00562266,79712,95,1,1
121.2472559,25.00787976,9877,89,1,1
121.2472603,25.01013686,97777,92,1,1
121.2472736,25.01690811,46189,92,1,1
121.24955,24.91758857,96475,93,1,1
121.2497327,25.00787552,97783,92,1,1
121.2497372,25.01013261,97784,93,1,1
121.2499354,25.10944411,97893,93,1,1
121.24994,25.11170115,97894,92,1,1
121.2499493,25.11621523,97896,92,1,1
121.2522096,25.00787123,97792,92,1,1
121.2522186,25.01238541,97794,93,1,1
121.2522232,25.01464249,97795,92,1,1
121.2522277,25.01689958,97796,93,1,1
121.2524004,25.10266878,97899,92,1,1
121.254481,24.90855135,48740,92,1,1
121.2546,24.96498,126124,96,1,1
121.2548558,25.09137931,98098,92,1,1
121.2548983,25.11169269,97903,93,1,1
121.2573,25.08686,99618,92,1,1
121.2573,25.09589,99622,92,1,1
121.2573,25.09815,99372,92,1,1
121.2574,25.10717,99375,92,1,1
121.2596822,25.028172,9603,85,1,1
121.2597754,25.0733142,9161,83,1,1
121.2597991,25.08459947,9117,85,1,1
121.2598,25.08911,99628,92,1,1
121.2598,25.09588,99631,92,1,1
121.2598614,25.11394114,45858,92,1,1
121.2621,25.0214,100245,93,1,1
121.262169,25.03268183,9529,83,1,1
121.2621737,25.03493893,9493,85,1,1
121.2622491,25.07105271,9169,85,1,1
121.2623,25.08234,99635,92,1,1
121.2622777,25.08459505,9118,85,1,1
121.2622825,25.0868521,9111,85,1,1
121.2623,25.09588,99641,93,1,1
121.2623,25.10039,99387,92,1,1
121.2623163,25.10265145,45880,92,1,1
121.2646,24.99205,98926,93,1,1
121.2646,25.01913,100254,92,1,1
121.2646,25.02139,100255,92,1,1
121.2646,25.02591,100127,93,1,1
121.2646368,25.02816319,9605,83,1,1
121.2647226,25.06879117,9183,86,1,1
121.2647274,25.07104825,9170,85,1,1
121.264737,25.07556238,9153,85,1,1
121.2647418,25.07781944,9143,86,1,1
121.2647467,25.08007649,9135,83,1,1
121.2648,25.08459,99645,93,1,1
121.2648,25.11393,99396,92,1,1
121.2671,25.01687,100264,93,1,1
121.2671865,25.06201544,9225,83,1,1
121.267201,25.06878669,9184,83,1,1
121.2672058,25.07104376,9171,85,1,1
121.2672203,25.07781495,9144,86,1,1
121.2693,24.90401,99072,93,1,1
121.2695,24.99881,100266,93,1,1
121.2695622,25.01461163,46203,92,1,1
121.2696549,25.05749674,9259,83,1,1
121.2696597,25.05975384,9240,83,1,1
121.2696646,25.06201094,9226,83,1,1
121.2696695,25.06426803,9212,86,1,1
121.2696744,25.0665251,9198,83,1,1
121.2698,25.10941,99406,92,1,1
121.2698,25.11392,99408,92,1,1
121.272,24.98301,126288,96,1,1
121.272,25.01235,100280,92,1,1
121.2720984,25.04169242,9416,83,1,1
121.2721379,25.0597493,9241,83,1,1
121.2721428,25.06200639,9227,83,1,1
121.2721526,25.06652055,9199,86,1,1
121.2722,25.06878,99979,92,1,1
121.2721625,25.0710347,45974,92,1,1
121.2721674,25.07329176,9164,85,1,1
121.2722,25.10263,99411,93,1,1
121.2707,23.24483,7131,91,1,1
121.2745,25.00557,100284,92,1,1
121.2745,25.00783,100285,93,1,1
121.2745,25.01686,126403,96,1,1
121.274576,25.04168786,9417,83,1,1
121.274611,25.05748762,9260,85,1,1
121.2746259,25.06425889,9214,85,1,1
121.2746309,25.06651596,9200,85,1,1
121.2746359,25.06877303,9186,86,1,1
121.2746409,25.0710301,45975,92,1,1
121.2746458,25.07328716,9165,83,1,1
121.277,25.01008,126405,96,1,1
121.277,25.02137,134268,95,1,1
121.2771041,25.06425427,9215,85,1,1
121.2771,25.06651,99992,93,1,1
121.2771192,25.07102548,9172,83,1,1
121.2771242,25.07328254,9166,83,1,1
121.2771293,25.07553959,9158,83,1,1
121.2794,24.99202,126293,96,1,1
121.2795415,25.04619287,9368,85,1,1
121.2796,25.05296,99993,92,1,1
121.279562,25.05522128,9276,85,1,1
121.2795823,25.06424963,9216,86,1,1
121.2796077,25.07553493,9159,83,1,1
121.2819,25.00782,126411,96,1,1
121.2820193,25.0461882,9369,83,1,1
121.2820296,25.05070241,9322,85,1,1
121.282,25.05747,99997,93,1,1
121.2820502,25.05973078,9243,85,1,1
121.2821,25.08004,99704,92,1,1
121.2843,24.97847,126298,96,1,1
121.2844,25.01684,134282,95,1,1
121.2845127,25.05295479,9299,83,1,1
121.2845179,25.05521189,9277,85,1,1
121.2845231,25.05746897,9262,85,1,1
121.2845335,25.06198314,9229,83,1,1
121.2845439,25.06649728,9202,83,1,1
121.284549,25.06875434,9189,83,1,1
121.2845748,25.08003959,45930,92,1,1
121.2865347,24.85883457,49850,92,1,1
121.2866,24.90398,99104,93,1,1
121.286649,24.90623569,48813,92,1,1
121.2869,25.02361,134192,95,1,1
121.286959,25.03940741,9452,85,1,1
121.2869906,25.05295004,9300,83,1,1
121.2870011,25.05746421,9263,85,1,1
121.2870273,25.06874958,9190,83,1,1
121.287,25.07552,99715,93,1,1
121.2870481,25.07777778,45940,92,1,1
121.2893,24.96266,126348,96,1,1
121.2894632,25.05068814,9324,86,1,1
121.2895,25.05972,100020,92,1,1
121.289495,25.06423066,9219,83,1,1
121.2895055,25.06874479,9191,83,1,1
121.2895108,25.07100185,9177,83,1,1
121.2918,24.98297,126307,96,1,1
121.2919087,25.03714067,9476,83,1,1
121.2919195,25.04165489,9424,83,1,1
121.2919625,25.05971167,9246,85,1,1
121.2919891,25.07099701,9178,83,1,1
121.292,25.08003,99733,93,1,1
121.2943,24.98071,126311,96,1,1
121.2944,25.02811,134193,95,1,1
121.2944,25.04616,134194,95,1,1
121.2944243,25.05293553,9302,85,1,1
121.2944297,25.05519262,9280,86,1,1
121.2944351,25.05744971,9265,85,1,1
121.2945,25.06874,100037,93,1,1
121.2944834,25.07776329,45941,92,1,1
121.2945,25.08228,99738,92,1,1
121.2968,25.0281,134197,95,1,1
121.2969,25.04616,134199,95,1,1
121.2969076,25.0551877,9281,85,1,1
121.2989095,24.86106759,49807,92,1,1
121.2993,25.0281,134201,95,1,1
121.2994,25.0439,134202,95,1,1
121.3042,25.01003,126435,96,1,1
121.3065939,24.96488285,10363,85,1,1
121.3069,25.08451,99761,93,1,1
121.3092,25.00551,126439,96,1,1
121.3139928,24.9535818,10480,85,1,1
121.318979,24.96711405,10338,85,1,1
121.3192,25.04611,134206,95,1,1
121.3215,24.99871,126446,96,1,1
121.3215,25.00096,117439,95,1,1
121.3216,25.00774,117440,95,1,1
121.3314,24.97612,98945,93,1,1
121.3298,23.39597,27978,90,1,1
121.3337424,24.93322507,10756,85,1,1
121.3362,24.93999,99020,93,1,1
121.3386866,24.93095694,10783,85,1,1
121.3388,24.96707,98977,93,1,1
121.3389,24.99641,126331,96,1,1
121.339,25.02801,134214,95,1,1
121.3414,25.00543,117447,96,1,1
121.3415,25.03703,117393,95,1,1
121.3437,24.93772,99035,93,1,1
121.3489,25.04379,134229,95,1,1
121.3513,25.01218,134347,95,1,1
121.3514,25.0641,134178,95,1,1
121.3563,25.04151,126389,96,1,1
121.3587,24.99185,134036,95,1,1
121.3612,25.01893,134366,95,1,1
121.3638,25.04826,134184,95,1,1
121.3664,25.09115,99883,93,1,1
121.3686,24.98731,134043,95,1,1
121.3687,25.04825,117375,95,1,1
121.3932198,24.95565217,10462,87,1,1
121.409,23.72086,4180,91,1,1
121.4212,23.70503,24755,85,1,1
121.4213,23.72309,4173,91,1,1
121.4311,25.15642,99272,93,1,1
121.4353284,24.96004673,10418,89,1,1
121.4426,23.49503,27280,90,1,1
121.4482,23.71172,24631,85,1,1
121.5028,25.11105,99610,92,1,1
121.5704,25.25977,100873,93,1,1
121.607,24.6299,100459,93,1,1
121.607,24.63216,100460,93,1,1
121.6393464,24.67040026,12786,85,1,1
121.6494351,24.71098578,429,88,1,1
121.6909,24.60697,100482,93,1,1
121.7304,24.61355,126515,96,1,1
121.7313142,24.76929191,11486,85,1,1
121.7338395,24.77830807,11440,83,1,1
121.7411616,24.76247192,11536,83,1,1
121.7452,24.60445,126538,96,1,1
121.7453418,24.63379555,53808,91,1,1
121.7607036,24.72400355,11846,83,1,1
121.7654254,24.68786525,12397,89,1,1
121.7704077,24.69461108,12237,89,1,1
121.7737289,24.83227853,50633,92,1,1
121.7737428,24.8345356,50560,92,1,1
121.8169,24.62214,101036,92,1,1
121.8169,24.62439,101037,92,1,1
121.8193,24.62212,101040,92,1,1
121.8194,24.62438,101041,92,1,1
121.826,24.50472,126761,96,1,1
121.8932425,24.9422039,10625,83,1,1
