X,Y
120.47683,24.094736
120.476937,24.092975
120.476956,24.094413
120.476963,24.093827
120.476965,24.094049
120.477074,24.082906
120.477098,24.092477
120.477109,24.096981
120.477343,24.100045
120.477616,24.099868
120.477628,24.09696
120.477647,24.097393
120.477847,24.095072
120.477849,24.094791
120.477915,24.092748
120.478046,24.089174
120.47811,24.096422
120.478137,24.095492
120.478166,24.096673
120.47827,24.089158
120.478409,24.092605
120.478521,24.095158
120.47858,24.093009
120.47859,24.094128
120.47865,24.094607
120.478653,24.093992
120.478689,24.092599
120.478768,24.10381
120.478782,24.102708
120.478815,24.094469
120.478816,24.094344
120.478867,24.09423
120.478909,24.094685
120.478911,24.092594
120.478925,24.094793
120.479115,24.099981
120.479316,24.095013
120.479464,24.102119
120.479478,24.100062
120.479549,24.093352
120.479611,24.100322
120.47964,24.103171
120.479719,24.092218
120.47973,24.092465
120.479737,24.100604
120.479748,24.091329
120.479766,24.103351
120.479935,24.101049
120.480034,24.092226
120.480057,24.096198
120.480058,24.096409
120.480221,24.101692
120.48048,24.09519
120.480595,24.091869
120.48063,24.095701
120.480777,24.095507
120.48084,24.095739
120.480907,24.101817
120.480949,24.102692
120.480968,24.102195
120.481004,24.102409
120.481006,24.10273
120.481014,24.103002
120.481205,24.103946
120.481361,24.101443
120.481442,24.102709
120.481445,24.101229
120.48166,24.102787
120.481958,24.096602
120.482375,24.098498
120.482429,24.090065
120.482488,24.104318
120.482488,24.104318
120.482526,24.088601
120.482538,24.098164
120.482539,24.085292
120.482555,24.08547
120.482605,24.088388
120.482607,24.104586
120.482622,24.098417
120.482623,24.101749
120.482671,24.105422
120.482675,24.090195
120.482718,24.098776
120.482788,24.088667
120.482883,24.089411
120.482899,24.091088
120.483007,24.09108
120.483114,24.105479
120.483116,24.085164
120.483213,24.09771
120.483383,24.091158
120.483401,24.103767
120.483621,24.098694
120.483688,24.104416
120.483749,24.093727
120.483811,24.090212
120.483853,24.089793
120.483974,24.104972
120.484008,24.102694
120.484103,24.093633
120.484264,24.103599
120.48427,24.103813
120.484299,24.084942
120.484367,24.093409
120.484404,24.104097
120.484671,24.085958
120.484688,24.092076
120.484722,24.093317
120.484778,24.097669
120.484826,24.093125
120.484853,24.104471
120.484875,24.104657
120.484891,24.101759
120.485018,24.072854
120.485053,24.097682
120.485085,24.092825
120.485142,24.092383
120.48517,24.093031
120.485203,24.08634
120.485213,24.093209
120.485248,24.093354
120.485264,24.098599
120.48527,24.099123
120.485308,24.098762
120.485379,24.085446
120.485446,24.085238
120.485448,24.101953
120.485467,24.099156
120.485532,24.086565
120.485533,24.101587
120.485544,24.093512
120.485603,24.07977
120.485637,24.099777
120.485643,24.08869
120.485655,24.084479
120.485667,24.087044
120.485678,24.086719
120.485697,24.079862
120.485719,24.079633
120.485719,24.079633
120.485731,24.088159
120.485746,24.087979
120.485776,24.089175
120.485809,24.099494
120.485821,24.097373
120.485837,24.100775
120.485842,24.087632
120.48585,24.07966
120.48585,24.07966
120.485859,24.087285
120.485861,24.097683
120.485896,24.100487
120.485946,24.088378
120.48595,24.087116
120.485992,24.079687
120.485992,24.079687
120.48601,24.097105
120.486013,24.085093
120.486046,24.079202
120.486071,24.100125
120.486076,24.098106
120.486094,24.089254
120.48612,24.089479
120.486133,24.083974
120.486166,24.098334
120.486167,24.10087
120.486205,24.087089
120.486222,24.097766
120.486244,24.093879
120.48626,24.089573
120.486314,24.098747
120.486314,24.098747
120.486357,24.086213
120.486365,24.085801
120.486407,24.086049
120.486458,24.101675
120.486479,24.102124
120.486486,24.084441
120.486497,24.102277
120.486511,24.101467
120.486524,24.090878
120.48657,24.102756
120.48658,24.102368
120.486584,24.09403
120.486592,24.100012
120.486598,24.099479
120.486642,24.097414
120.486642,24.097414
120.486644,24.079239
120.486647,24.099012
120.486652,24.090189
120.486665,24.089149
120.486794,24.0977
120.486842,24.095177
120.486883,24.100128
120.486928,24.091122
120.486956,24.097985
120.486961,24.086778
120.486969,24.100379
120.487031,24.098231
120.487032,24.100538
120.487086,24.096069
120.487091,24.083822
120.487092,24.100691
120.487129,24.087188
120.487148,24.100833
120.487215,24.086081
120.487227,24.101036
120.487251,24.089403
120.487267,24.089641
120.487289,24.083469
120.487386,24.089921
120.48739,24.086589
120.487421,24.100003
120.487442,24.08462
120.487451,24.101434
120.487455,24.08734
120.487484,24.086793
120.487485,24.101627
120.487542,24.087172
120.487543,24.084805
120.487546,24.085027
120.487553,24.085289
120.487558,24.101878
120.487578,24.087887
120.487601,24.090042
120.48761,24.084339
120.487619,24.084122
120.487662,24.087678
120.487694,24.076165
120.487703,24.100061
120.487719,24.102055
120.487743,24.090792
120.487757,24.102943
120.487763,24.1032
120.48777,24.097723
120.487789,24.098102
120.487813,24.093954
120.487818,24.090974
120.487826,24.103433
120.487864,24.103575
120.487875,24.086468
120.487885,24.09114
120.48789,24.09838
120.487891,24.104086
120.487898,24.103699
120.487918,24.103775
120.487934,24.085977
120.487941,24.103862
120.487973,24.095496
120.487983,24.085709
120.487999,24.086136
120.488008,24.0966
120.488022,24.088421
120.48804,24.086237
120.488045,24.086534
120.488072,24.091283
120.488076,24.098868
120.488159,24.089928
120.488162,24.096849
120.488169,24.092974
120.488261,24.091607
120.488319,24.087292
120.488326,24.086597
120.488326,24.086597
120.488437,24.087548
120.488472,24.085603
120.488531,24.083155
120.488569,24.100263
120.488794,24.099226
120.488808,24.097561
120.488828,24.099419
120.488834,24.091994
120.48884,24.087534
120.48886,24.088829
120.488878,24.089702
120.488892,24.083866
120.488935,24.084358
120.48897,24.087548
120.48898,24.086477
120.489011,24.098956
120.489016,24.090542
120.489019,24.081234
120.489032,24.09065
120.489038,24.099152
120.489039,24.084699
120.48905,24.087311
120.489052,24.093312
120.489053,24.086179
120.489058,24.084551
120.489062,24.09083
120.489216,24.085353
120.489249,24.099217
120.489305,24.098035
120.489319,24.091981
120.489324,24.101388
120.489369,24.087171
120.489389,24.099276
120.489432,24.099373
120.489443,24.086051
120.489499,24.097305
120.48953,24.080569
120.489656,24.081045
120.489732,24.086883
120.489784,24.087634
120.489804,24.087056
120.489815,24.097973
120.489827,24.084779
120.48986,24.087193
120.489915,24.101512
120.49023,24.093227
120.490303,24.086505
120.490355,24.086293
120.490603,24.07954
120.490618,24.086632
120.490643,24.07981
120.490648,24.086844
120.490713,24.080276
120.490736,24.080423
120.490749,24.08051
120.490787,24.080772
120.490791,24.086957
120.490874,24.084864
120.490969,24.085099
120.491075,24.088015
120.49117,24.082724
120.491177,24.085696
120.491202,24.082509
120.491235,24.085839
120.49127,24.086497
120.491352,24.086043
120.491502,24.081039
120.491577,24.079175
120.491592,24.079281
120.491612,24.086597
120.491625,24.082482
120.491635,24.079565
120.491655,24.079692
120.491699,24.079983
120.491721,24.08013
120.491759,24.080383
120.49176,24.087018
120.491803,24.080674
120.491859,24.087263
120.491914,24.087398
120.492121,24.090593
120.492504,24.051407
120.492518,24.051188
120.492718,24.100913
120.492763,24.09065
120.492774,24.088011
120.49279,24.090836
120.492791,24.08531
120.4928,24.080424
120.492808,24.085422
120.492826,24.091076
120.492875,24.085854
120.492914,24.078531
120.492915,24.086125
120.492968,24.079094
120.492985,24.079361
120.492987,24.086563
120.492992,24.080182
120.492995,24.087464
120.493079,24.087184
120.493094,24.084637
120.493105,24.079646
120.493231,24.085166
120.493375,24.085516
120.493391,24.087856
120.493442,24.085678
120.493474,24.052378
120.493486,24.052193
120.493554,24.052656
120.493611,24.086535
120.493718,24.07939
120.49375,24.079601
120.493963,24.086696
120.494097,24.0848
120.494134,24.084891
120.494192,24.085034
120.494411,24.052265
120.494423,24.052496
120.494441,24.088131
120.494804,24.08655
120.494852,24.082147
120.494918,24.082331
120.494919,24.084858
120.494988,24.086999
120.494992,24.082607
120.495021,24.0855
120.495212,24.087365
120.495231,24.085262
120.495381,24.085401
120.495449,24.086266
120.495715,24.084386
120.496231,24.089923
120.496234,24.082153
120.496839,24.086114
120.496881,24.079892
120.4969,24.086518
120.4969,24.086518
120.49692,24.086699
120.496956,24.086941
120.497014,24.079107
120.497022,24.087408
120.497023,24.079256
120.497081,24.079997
120.497257,24.088109
120.497386,24.088702
120.497432,24.086629
120.497455,24.088395
120.497488,24.083165
120.497687,24.102009
120.49771,24.082418
120.497712,24.086661
120.497731,24.079049
120.49785,24.07919
120.497891,24.087532
120.497936,24.082821
120.497944,24.102083
120.497948,24.083103
120.497954,24.102288
120.497958,24.087844
120.498136,24.102426
120.498151,24.102193
120.498279,24.102299
120.498542,24.078456
120.498576,24.078616
120.498598,24.088642
120.498638,24.083007
120.498685,24.078874
120.498745,24.083882
120.498781,24.087493
120.498863,24.081869
120.498906,24.087012
120.498969,24.083881
120.499072,24.08941
120.499118,24.083875
120.499195,24.087596
120.499247,24.083277
120.499284,24.089419
120.499335,24.090858
120.499408,24.089291
120.499484,24.09031
120.499517,24.088262
120.499518,24.083816
120.499641,24.101055
120.499673,24.090873
120.499796,24.088206
120.499796,24.088206
120.499828,24.090277
120.499875,24.094924
120.499969,24.078893
120.499969,24.078893
120.49997,24.077581
120.499985,24.088939
120.499985,24.088939
120.500025,24.086886
120.500028,24.080406
120.500046,24.092065
120.500058,24.079979
120.500059,24.092465
120.500084,24.090857
120.500095,24.087514
120.500111,24.094879
120.500153,24.077521
120.50017,24.08813
120.50017,24.08813
120.500177,24.092265
120.50019,24.078888
120.50019,24.078888
120.500241,24.093929
120.500335,24.094914
120.500369,24.078883
120.500369,24.078883
120.500453,24.07888
120.500453,24.07888
120.500604,23.994494
120.500612,24.093294
120.500634,24.095019
120.500643,24.092103
120.500645,24.093974
120.500662,24.079527
120.500682,24.094874
120.500714,24.078875
120.500726,24.093798
120.500743,24.092987
120.500762,24.092089
120.500768,24.005593
120.500771,24.091195
120.500837,23.994561
120.500864,24.094872
120.500904,24.093795
120.500934,24.082918
120.501001,24.092872
120.501005,24.093774
120.501085,23.993922
120.501105,24.100052
120.50111,24.0908
120.501175,24.092826
120.501201,24.100477
120.501245,24.101543
120.501266,24.09205
120.501278,24.089995
120.501302,24.078928
120.501319,23.994028
120.501355,24.095631
120.501402,24.090694
120.501488,24.096566
120.501545,24.093664
120.501633,24.101793
120.501639,24.078969
120.501639,24.078969
120.501641,24.090646
120.501661,24.081149
120.501661,24.081149
120.5017,24.102165
120.501713,24.092659
120.501828,24.093606
120.501835,24.079001
120.501841,24.102158
120.501857,24.10275
120.501886,24.081119
120.501939,24.079191
120.501939,24.092612
120.501958,24.102793
120.50196,24.070968
120.502065,24.093704
120.502118,24.101848
120.502121,24.081105
120.502175,24.079047
120.502175,24.079047
120.502193,24.102062
120.502203,24.099354
120.502236,24.082133
120.502236,24.082133
120.502242,24.086764
120.502275,24.102886
120.502284,24.086057
120.502289,24.079361
120.502291,24.094763
120.502348,24.086167
120.502359,24.093749
120.502394,24.102424
120.502456,24.084098
120.502479,24.086826
120.50248,24.081108
120.502491,24.096364
120.502523,24.081521
120.502548,24.09763
120.502681,24.095328
120.502781,24.08652
120.502826,24.095326
120.502865,24.087307
120.502888,24.087182
120.502917,24.079036
120.502963,24.09752
120.503017,24.090621
120.503066,24.085161
120.503171,24.097504
120.503192,24.095352
120.503196,24.075726
120.503366,24.085124
120.503389,24.095219
120.503404,24.083961
120.503441,24.078997
120.503523,24.080025
120.503571,24.093323
120.50359,24.084929
120.503605,24.095175
120.503821,24.080535
120.50386,24.084609
120.503889,24.094641
120.503925,24.092305
120.503948,24.073385
120.504061,24.097979
120.504111,24.086668
120.504151,24.079019
120.504179,24.0922
120.504218,24.085694
120.504229,24.096011
120.504312,24.097908
120.504403,24.086581
120.504542,24.096364
120.504542,24.098092
120.504551,24.09109
120.504557,24.095315
120.504565,24.092473
120.504579,24.095985
120.504609,24.079003
120.504617,24.095112
120.504619,24.073701
120.504628,24.073963
120.50463,24.085419
120.504638,24.074251
120.504644,24.074445
120.504647,24.090917
120.504648,24.074574
120.504658,24.078868
120.504664,24.075024
120.504725,24.086557
120.504759,24.080163
120.504759,24.080163
120.504781,24.198708
120.504825,24.098444
120.504852,24.19852
120.50493,24.085354
120.504934,24.078926
120.504935,24.07567
120.504942,24.084278
120.505007,24.09504
120.505029,24.080172
120.50505,24.08653
120.505063,24.198658
120.505111,24.084339
120.505168,24.097349
120.5052,24.084009
120.50525,24.198446
120.505272,24.086923
120.505276,24.084322
120.50528,24.086512
120.505283,24.198603
120.505304,24.080096
120.505312,24.083842
120.505349,24.090079
120.505382,24.19842
120.505388,24.095869
120.505439,24.084245
120.505469,24.079164
120.505473,24.102977
120.505496,24.198592
120.505542,24.081744
120.505542,24.081744
120.505641,24.079505
120.505735,24.086977
120.505744,24.079795
120.505744,24.079795
120.505855,24.094874
120.505874,24.098229
120.50589,24.086945
120.505892,24.082154
120.505892,24.082218
120.505908,24.081966
120.505908,24.081966
120.505915,24.082358
120.505924,24.085872
120.505948,24.083802
120.506009,24.07251
120.506029,24.105898
120.506054,24.08673
120.506061,24.060664
120.506099,24.073337
120.506104,24.081639
120.506104,24.081639
120.506105,24.072377
120.50613,24.083235
120.506143,24.073833
120.506144,24.085825
120.506189,24.072673
120.50627,24.075247
120.50627,24.075247
120.506273,24.089705
120.506282,24.09286
120.506282,24.09286
120.506287,24.075439
120.506291,24.060484
120.506325,24.075776
120.506351,24.074356
120.506363,24.085108
120.506385,24.083191
120.506454,24.089668
120.506457,24.08576
120.50652,24.079787
120.506568,24.07852
120.506585,24.078706
120.506627,24.066452
120.506639,24.092012
120.506639,24.092012
120.506641,24.079307
120.506641,24.079307
120.506652,24.085022
120.506659,24.079499
120.506666,24.083178
120.506666,24.101492
120.506668,24.076608
120.506691,24.094746
120.506711,24.085707
120.506725,24.105813
120.506735,24.079834
120.506741,24.080393
120.506761,24.080602
120.506776,24.080771
120.506799,24.092851
120.506812,24.066471
120.506837,24.093395
120.506838,24.080891
120.506866,24.085676
120.506869,24.081261
120.506869,24.081261
120.506879,24.080139
120.506882,24.105266
120.506893,24.105742
120.506896,24.087093
120.506918,24.087704
120.506978,24.085013
120.506978,24.085013
120.506991,24.082977
120.506998,24.089506
120.507025,24.085467
120.507025,24.085467
120.507037,24.073099
120.507067,24.105771
120.507103,24.088601
120.507153,24.074035
120.50716,24.074223
120.507182,24.104446
120.507195,24.093871
120.507198,24.075133
120.507221,24.090694
120.507221,24.089547
120.507237,24.092486
120.507239,24.074898
120.507265,24.075788
120.507266,24.086514
120.507266,24.086514
120.507318,24.105888
120.507327,24.075391
120.507355,24.074477
120.5074,24.091954
120.507448,24.060347
120.507467,24.089523
120.507478,24.087307
120.50749,24.080855
120.507492,24.085235
120.507554,24.105914
120.507607,24.091942
120.507623,24.102
120.507624,24.0858
120.507658,24.080443
120.507752,24.094749
120.507753,24.088469
120.507823,24.084044
120.507864,24.089498
120.507917,24.087647
120.507964,24.094287
120.507984,24.088399
120.507984,24.088399
120.507984,24.085283
120.508049,24.08948
120.508057,24.084752
120.508168,24.091384
120.508224,24.09464
120.508263,24.088567
120.508354,24.084692
120.508366,24.067064
120.508522,24.094127
120.508533,24.092066
120.508542,24.054242
120.508565,24.087279
120.508566,24.088633
120.508568,24.056315
120.508573,24.091565
120.508582,24.093744
120.508628,24.093463
120.508635,24.077983
120.508638,24.091122
120.50867,24.093158
120.508684,24.054891
120.508724,24.060663
120.508746,24.092787
120.508769,24.056754
120.50877,24.095416
120.508776,24.095626
120.508783,24.095818
120.508783,24.095818
120.508785,24.057677
120.508786,24.095936
120.508789,24.096026
120.508792,24.096107
120.508807,24.059914
120.50881,24.101277
120.508827,24.087225
120.508864,24.100298
120.508875,24.100576
120.508894,24.094883
120.508894,24.094883
120.508905,24.078183
120.508921,24.092455
120.508964,24.101442
120.508978,24.101576
120.508991,24.101709
120.509001,24.07854
120.509007,24.066911
120.509009,24.070336
120.509029,24.062866
120.509043,24.054885
120.509047,24.054302
120.509047,24.101065
120.509047,24.101065
120.509052,24.100899
120.509052,24.100899
120.509057,24.10075
120.509067,24.066742
120.509074,24.102483
120.509075,24.092134
120.509086,24.056751
120.509137,24.1031
120.509149,24.07014
120.50915,24.087159
120.50915,24.078605
120.50915,24.077871
120.509151,24.091597
120.509172,24.057676
120.509188,24.062866
120.50919,24.054449
120.509195,24.055064
120.509201,24.103752
120.509214,24.079035
120.509243,24.059848
120.509274,24.057854
120.509278,24.087133
120.509304,24.079644
120.50931,24.070048
120.50931,24.070048
120.509313,24.056922
120.509315,24.086614
120.509425,24.055022
120.509426,24.091048
120.509452,24.084062
120.509511,24.088055
120.509514,24.098213
120.509636,24.070101
120.509682,24.095608
120.509719,24.089547
120.509754,24.055117
120.50978,24.094926
120.509799,24.096005
120.509799,24.096005
120.50981,24.095879
120.509848,24.093489
120.509877,24.062866
120.509879,24.102093
120.509903,24.096364
120.509905,24.05781
120.50992,24.101818
120.509921,24.09479
120.50994,24.10092
120.509948,24.100744
120.509957,24.10056
120.510009,24.096195
120.510054,24.062866
120.510068,24.100276
120.510075,24.100092
120.510079,24.092687
120.510103,24.066503
120.510121,24.056922
120.510136,24.089736
120.510155,24.098194
120.510158,24.103664
120.510158,24.098595
120.510188,24.099849
120.510191,24.096547
120.510209,24.098431
120.510241,24.097915
120.510279,24.056922
120.51032,24.100064
120.510376,24.088337
120.510379,24.095625
120.510379,24.095625
120.51038,24.062878
120.510412,24.091125
120.510412,24.091125
120.510422,24.088846
120.510448,24.083004
120.510449,24.066415
120.510449,24.066415
120.510475,24.05675
120.510556,24.090682
120.51059,24.070067
120.510656,24.083167
120.510659,24.082418
120.510806,24.084155
120.510807,24.066363
120.510807,24.066363
120.510809,24.087849
120.510863,24.102559
120.510866,24.102814
120.510878,24.102226
120.510889,24.102081
120.510904,24.101877
120.510932,24.101382
120.510941,24.101202
120.510941,24.101202
120.510951,24.101024
120.510951,24.101024
120.51096,24.102398
120.510962,24.100802
120.510973,24.100583
120.510984,24.100369
120.510995,24.100161
120.511023,24.099595
120.511032,24.093694
120.511032,24.093694
120.511047,24.095976
120.511055,24.091442
120.511071,24.092985
120.511071,24.092985
120.511072,24.093286
120.511082,24.055804
120.511095,24.070144
120.511109,24.093479
120.51111,24.09125
120.511117,24.091004
120.511151,24.090757
120.51116,24.089845
120.511183,24.091661
120.511189,24.090492
120.511201,24.056299
120.511221,24.091942
120.511275,24.092425
120.511275,24.092425
120.511395,24.062866
120.511474,24.083322
120.511476,24.092804
120.511495,24.084185
120.511495,24.084185
120.511517,24.09266
120.511521,24.096109
120.511521,24.096109
120.511536,24.061343
120.51154,24.087332
120.511578,24.096507
120.511594,24.062865
120.511599,24.068828
120.511703,24.087149
120.511716,24.084288
120.511735,24.104694
120.511814,24.068882
120.511944,24.083167
120.511959,24.084127
120.511973,24.086846
120.511978,24.068877
120.511995,24.061698
120.512018,24.062878
120.512053,24.086148
120.512139,24.068872
120.512227,24.061584
120.512322,24.083859
120.512438,24.0851
120.51246,24.101472
120.512466,24.101261
120.512471,24.10102
120.512475,24.100862
120.51248,24.100638
120.512484,24.100423
120.512491,24.10013
120.512494,24.099958
120.512497,24.099817
120.5125,24.057911
120.512506,24.099407
120.512507,24.098638
120.512511,24.099207
120.512515,24.099012
120.512515,24.091511
120.512518,24.09885
120.51252,24.098748
120.512528,24.091284
120.512541,24.100262
120.512566,24.095558
120.512577,24.061437
120.5126,24.090048
120.512608,24.089902
120.51264,24.097568
120.512642,24.083873
120.512679,24.088664
120.512684,24.088556
120.512731,24.100595
120.512764,24.083983
120.512887,24.093508
120.513016,24.100739
120.513032,24.101216
120.513033,24.101429
120.513044,24.100967
120.513072,24.100415
120.513103,24.099795
120.513115,24.099546
120.513118,24.062867
120.513141,24.097598
120.513151,24.100631
120.513163,24.102014
120.513168,24.100171
120.513285,24.084582
120.513299,24.062879
120.5133,24.085728
120.513353,24.097601
120.513415,24.08964
120.513448,24.083274
120.51345,24.093385
120.513494,24.065488
120.513522,24.061439
120.513534,24.088786
120.513539,24.062866
120.513564,24.08857
120.513613,24.097586
120.513638,24.0871
120.513672,24.087809
120.513767,24.082669
120.513874,24.100336
120.513916,24.093228
120.513916,24.093228
120.513924,24.086102
120.513945,24.085366
120.514025,24.10144
120.514062,24.086752
120.514062,24.10199
120.514071,24.101805
120.51408,24.101629
120.514101,24.10122
120.51411,24.101044
120.514114,24.100962
120.514116,24.100911
120.51412,24.100853
120.514124,24.100782
120.514129,24.100677
120.514163,24.083402
120.514166,24.065632
120.514202,24.060729
120.51421,24.098092
120.514238,24.060847
120.514269,24.060982
120.514276,24.094874
120.514303,24.060651
120.514354,24.062867
